,Ids,Prediction
10612,93398,[14428.73496264]
10613,90560,[-136836.24814889]
10614,34323,[341363.10123178]
10615,72003,[8471669.47882481]
10616,52175,[544667.35730635]
10617,37771,[19284.63350855]
10618,94085,[-5698244.30703119]
10619,41357,[8400.09329992]
10620,41242,[87093.85430849]
10621,83545,[-10325.491984]
10622,39247,[12707679.79892949]
10623,36402,[3423.18947151]
10624,76853,[-49560.86335303]
10625,36271,[107437.57727443]
10626,51088,[-18231.00921739]
10627,39830,[60045.66747185]
10628,82479,[-2438.8673462]
10629,30808,[-13294.27602286]
10630,79683,[-3511254.88406484]
10631,45122,[-11914.68264026]
10632,35090,[6612.96780229]
10633,46080,[828.40542658]
10634,78444,[-658288.77167825]
10635,20049,[5579.86094596]
10636,41517,[5779766.91062558]
10637,60090,[38888.22115624]
10638,25909,[4317.21547041]
10639,21130,[-391977.00700372]
10640,30562,[-7898.69790271]
10641,65238,[-25672.03609737]
10642,78888,[9602.91517726]
10643,54030,[191.82032221]
10644,37257,[2049.25941571]
10645,50491,[111719.76857757]
10646,86769,[-13450.65847053]
10647,37102,[-6925.25630723]
10648,39805,[-74440.49525983]
10649,64685,[-7544.17500978]
10650,86191,[129484.5386417]
10651,63921,[-29948.51421545]
10652,45284,[-845.25952819]
10653,42262,[-7271.68275009]
10654,59730,[1097.54345936]
10655,99929,[-1671.49921658]
10656,71172,[4082.29389938]
10657,22436,[80095.96691216]
10658,81088,[6492.88862407]
10659,93485,[331690.84208634]
10660,59465,[17142.16940283]
10661,37911,[-137516.61644717]
10662,69550,[381030.85727677]
10663,45906,[7459990.6435579]
10664,62965,[-3740297.32470712]
10665,65661,[938916.79720675]
10666,60115,[-39174.84974784]
10667,58424,[12331.42416778]
10668,74193,[1362311.26772266]
10669,70968,[-233594.18276119]
10670,36128,[-13757.82910531]
10671,52649,[-2297.34937433]
10672,88847,[25304.02566777]
10673,74239,[-339.77942282]
10674,22394,[8306.09847815]
10675,55817,[6900.9355175]
10676,58411,[47457.70371615]
10677,42818,[3721.48369804]
10678,94040,[6575984.70828446]
10679,28085,[-23183.63569604]
10680,49294,[-12805.14845064]
10681,42861,[10755.43588251]
10682,77556,[-7982.65147001]
10683,67025,[-4439.85017939]
10684,93204,[-158.6955482]
10685,45373,[87697.23957993]
10686,28516,[-273166.69227596]
10687,89310,[1337.52697938]
10688,96123,[873.61773686]
10689,79562,[19588.64574498]
10690,57776,[21169.5168078]
10691,44878,[74008.81326068]
10692,55433,[2866444.78090559]
10693,53793,[-7720.80724645]
10694,28810,[30284.30422521]
10695,86223,[22037.54795305]
10696,27197,[-80507.87961634]
10697,36533,[11200.60556448]
10698,53911,[13802.7894996]
10699,51330,[64583.23316346]
10700,63129,[359.27670367]
10701,35809,[-12259.84873485]
10702,71739,[-3987.41466063]
10703,70186,[-26736.70737273]
10704,49425,[1806124.80620382]
10705,42283,[517714.07676082]
10706,94545,[2907.00107931]
10707,64107,[-11744.71679622]
10708,90231,[11175.78554233]
10709,70474,[-7344.20359337]
10710,42393,[46.19883221]
10711,61996,[-13238.08991828]
10712,49545,[-1105.0592648]
10713,71802,[371421.52137748]
10714,53834,[6727.29222291]
10715,44222,[-429883.84485107]
10716,80717,[60162.94687932]
10717,25107,[17440.74275811]
10718,43855,[-261.05887515]
10719,57933,[-2055.12180083]
10720,30059,[-1899979.58695021]
10721,35708,[-233772.58025164]
10722,25856,[4157.16968726]
10723,27502,[-56441.69186032]
10724,77057,[30592.44578157]
10725,80179,[-18105.16793613]
10726,33815,[-20713.93464716]
10727,23994,[-9509.62465695]
10728,54266,[12159.32961722]
10729,52410,[29769.93921177]
10730,31700,[14604.65671339]
10731,89791,[-1337116.34295019]
10732,58275,[4808.12370446]
10733,21169,[2866.85796932]
10734,59570,[9579.14170143]
10735,89763,[2139.45472706]
10736,30830,[-110752.10529492]
10737,52196,[533695.02556157]
10738,30253,[-4506571.2574066]
10739,98499,[-545421.94961396]
10740,26405,[4190.24234438]
10741,96886,[451694.11008994]
10742,47925,[1744.75949451]
10743,35709,[142864.48736615]
10744,76879,[42089.15594267]
10745,49114,[-11511.5495853]
10746,77666,[-70972.68705025]
10747,55276,[791.95313479]
10748,51048,[34585.42245166]
10749,79300,[26520.6979253]
10750,51911,[5176.45332884]
10751,30029,[-3377134.85992058]
10752,94509,[47679.76033408]
10753,74853,[-29266.99261078]
10754,49968,[15190.84657203]
10755,62609,[-5225.4828729]
10756,93622,[13849.01175675]
10757,22071,[401162.14728294]
10758,24886,[2613.32361435]
10759,23940,[-747.67529923]
10760,37032,[-59383.22729821]
10761,27072,[684096.50258826]
10762,87664,[206269.35014587]
10763,28491,[4718.17794972]
10764,70320,[-13022.38611985]
10765,61006,[-695.93342802]
10766,65839,[-7446.50845759]
10767,71623,[-1179.66682518]
10768,52872,[71531.04099889]
10769,20326,[1188804.28294835]
10770,90999,[-1018984.24275187]
10771,76607,[-105404.33693003]
10772,85009,[5020297.2192829]
10773,82051,[-7752139.69578159]
10774,45924,[977113.1839362]
10775,21753,[28530.54340164]
10776,31688,[-32628.56455944]
10777,47759,[1226664.6392933]
10778,97417,[-1414969.71721624]
10779,99724,[51694.91622]
10780,40034,[-1725.36080393]
10781,53141,[-20645.01255482]
10782,50009,[11306.44183341]
10783,54682,[671.5589026]
10784,21849,[-10741.01503928]
10785,56111,[-24514.76641798]
10786,74255,[3307.724519]
10787,54214,[-116000.27085675]
10788,65562,[-317574.25837552]
10789,85033,[-8914.00608603]
10790,35759,[-5189.4478404]
10791,64235,[285724.20739223]
10792,71016,[32130.34770934]
10793,63162,[345882.58015537]
10794,71265,[-18959.06329675]
10795,75950,[-5177.81179615]
10796,91225,[11741.42833012]
10797,65356,[3121.40575874]
10798,74561,[27692.21628259]
10799,52582,[119204.40840537]
10800,39114,[-11029.6149421]
10801,27245,[-46298.41370335]
10802,64230,[-18726.17553773]
10803,86142,[-2811.33985746]
10804,33936,[-4616.96109301]
10805,89629,[666590.38707895]
10806,47871,[8811.06040994]
10807,57104,[-107745.82014411]
10808,55910,[-1562.73785065]
10809,24943,[469285.09837311]
10810,20889,[-37029.1002928]
10811,30859,[152423.67207144]
10812,35497,[-10549.53058618]
10813,59252,[-8289.77889349]
10814,96938,[-198667.5718182]
10815,35380,[-6127.27841068]
10816,96712,[2158.46515035]
10817,36047,[-6698.02605414]
10818,51599,[-25896.09301009]
10819,43775,[8699.98258502]
10820,57710,[-20289.21705139]
10821,80185,[1747.12481119]
10822,88828,[-4709.42256262]
10823,29365,[14036.68007346]
10824,25716,[-570840.99627037]
10825,48661,[-7482.66643803]
10826,36967,[50257.49401955]
10827,91418,[115353.72586964]
10828,27136,[25060.06996835]
10829,29043,[1101.0305505]
10830,45451,[-8765.32273653]
10831,94733,[14633.7322011]
10832,26864,[12645.10435356]
10833,76735,[3412.21075199]
10834,48339,[8445.35305271]
10835,96965,[3465.69392369]
10836,98118,[-422725.81950493]
10837,32628,[-8822.93227757]
10838,83393,[657258.85781332]
10839,20495,[-7285957.29575855]
10840,40049,[-434523.86501453]
10841,98280,[331677.79925349]
10842,82330,[-3065.99781632]
10843,40443,[985523.77661114]
10844,22825,[75127.49301032]
10845,52928,[37307.89818594]
10846,25643,[-12966.00956535]
10847,21326,[-44426.22750941]
10848,98984,[450750.42573414]
10849,47909,[-11270.91849681]
10850,81639,[1179510.23354177]
10851,96869,[-691787.07773211]
10852,84091,[-409110.27690903]
10853,35783,[-3885898.87991304]
10854,75023,[-172624.03849743]
10855,42175,[3653.31316226]
10856,36510,[-140409.46845807]
10857,26005,[36672.39905171]
10858,28600,[-1151698.43081401]
10859,95380,[-18237.1239715]
10860,97274,[160894.24284166]
10861,97084,[177971.84333587]
10862,83885,[-25991.15785862]
10863,88772,[1440.72563952]
10864,86551,[-18100.74684363]
10865,27942,[8698314.09810802]
10866,84145,[370134.84562508]
10867,80493,[36034.57585973]
10868,77367,[39539.17578266]
10869,60825,[5781.94237175]
10870,65795,[19580.20505407]
10871,72111,[8309.115003]
10872,75022,[296826.98816029]
10873,67867,[14005.40184267]
10874,76597,[516075.86718515]
10875,36976,[1286.62755036]
10876,28589,[-11415.59180886]
10877,70419,[16159.72495249]
10878,80740,[1449.6495783]
10879,51065,[143728.32978778]
10880,42603,[-10609.50657797]
10881,75966,[-27756.68752258]
10882,91530,[20378.57199756]
10883,40524,[6870.64705951]
10884,57220,[5013.54981775]
10885,73927,[-74032.20110686]
10886,35458,[-9037.43813015]
10887,51188,[93736.63280917]
10888,86885,[-30283.92954871]
10889,59782,[57575.95667076]
10890,72759,[2273.82390133]
10891,58259,[-136475.16394567]
10892,65004,[-12540.31111725]
10893,37059,[-4152.9172649]
10894,96920,[-55492.8160435]
10895,55146,[-7127.14918163]
10896,54729,[514909.79899669]
10897,55076,[-1232720.74527958]
10898,38869,[-1441.52824951]
10899,31939,[-8981.01688827]
10900,91301,[33993.9974439]
10901,89597,[12516.55046846]
10902,37265,[-12104.66492598]
10903,21460,[-6940.6350685]
10904,33786,[2527.89886189]
10905,58111,[-159660.16836448]
10906,62734,[-27611.43128761]
10907,33632,[-2860.90211037]
10908,47231,[-318.76066104]
10909,96303,[-5179.17171832]
10910,56701,[4236880.09885081]
10911,40829,[10612.26347041]
10912,59519,[-27664.75888143]
10913,72394,[8936.55939312]
10914,46185,[-37315.02889549]
10915,69400,[33239.36023727]
10916,50006,[2210979.91074315]
10917,56085,[-4000.49391045]
10918,85467,[-6771777.37897914]
10919,92077,[334367.89950948]
10920,76088,[-370541.31714422]
10921,67032,[-14648.79049091]
10922,90896,[15021.80847525]
10923,74330,[-540825.0034086]
10924,33251,[-1884057.96504505]
10925,73872,[-766962.94910239]
10926,94747,[662.94851416]
10927,35330,[5303.71304099]
10928,74621,[317215.68584822]
10929,67964,[261337.87241229]
10930,55334,[-3006924.0550547]
10931,32021,[-8416.59125532]
10932,81312,[416645.60378307]
10933,80353,[-6903585.47394573]
10934,31876,[1381.17125468]
10935,68419,[-7257.99645732]
10936,58018,[4526.6370529]
10937,58170,[-31441.2643722]
10938,21945,[-23451.22627515]
10939,34204,[15073.60612732]
10940,47294,[-31100.21780867]
10941,23685,[18527.27038016]
10942,38940,[693865.69400648]
10943,89931,[-8757.69994617]
10944,66406,[90122.48891679]
10945,83533,[-1181106.43081164]
10946,93001,[-1488.65033216]
10947,48321,[-3730.65197898]
10948,41090,[3863531.88738471]
10949,88023,[-18793.280987]
10950,96904,[71182.7378287]
10951,22648,[-1376.22710365]
10952,52700,[118790.68563476]
10953,78820,[-23887.67003288]
10954,43393,[-4105.54360109]
10955,37304,[-156824.24630813]
10956,45039,[-100226.39160307]
10957,53048,[233393.73623573]
10958,61082,[8030.86061214]
10959,35950,[-104531.19571505]
10960,37402,[4097.7943123]
10961,94035,[2129.97206012]
10962,45611,[11653.15477545]
10963,86337,[-45497.88444451]
10964,94286,[3878.73731386]
10965,65648,[-2727438.13901661]
10966,57470,[2405265.78564846]
10967,20805,[-1444687.75375992]
10968,71510,[703282.80628193]
10969,76904,[-28945.35527575]
10970,61012,[8417.6847677]
10971,59556,[7677.11988297]
10972,21874,[-2809208.43289997]
10973,85615,[-333884.32031427]
10974,98200,[-4524.58835973]
10975,57815,[-4041.7640478]
10976,40795,[23318.91319721]
10977,79269,[-14149.82530263]
10978,96144,[-8175.49176002]
10979,53846,[176567.35201148]
10980,44576,[8579.92647784]
10981,74499,[-10477048.33462427]
10982,74704,[-8893.59536873]
10983,25854,[13343.5771387]
10984,58933,[22707.39932949]
10985,86147,[16728.1588265]
10986,81054,[-3139.06752992]
10987,61571,[9210.3395777]
10988,51572,[-11418.82867742]
10989,36139,[-6316.78506006]
10990,58724,[8224302.29416396]
10991,83642,[-23699.51488001]
10992,71460,[3511.827783]
10993,22851,[192868.09680619]
10994,80825,[-93329.68926385]
10995,48978,[-166359.97740496]
10996,71577,[-85124.38836329]
10997,31891,[375680.75574191]
10998,29258,[7136543.79398041]
10999,77300,[10105.63786135]
11000,63730,[19105.90886955]
11001,64500,[22090.3325287]
11002,33074,[8410.64495015]
11003,32030,[-13327.58235463]
11004,45506,[6591.44673093]
11005,76961,[756629.01244314]
11006,24154,[-277933.68969786]
11007,75511,[-12941.66242902]
11008,52576,[-342779.55767675]
11009,89287,[-134211.02720979]
11010,27719,[9316.94544678]
11011,61914,[-109302.80172714]
11012,68463,[-9737.84806352]
11013,87150,[11179.98232797]
11014,50339,[3263.79562966]
11015,29100,[-223727.67220635]
11016,71009,[-8839.19543972]
11017,75740,[4645.82398716]
11018,49274,[-2341048.31566496]
11019,77284,[682946.80696033]
11020,91896,[181852.84910855]
11021,48656,[-30761.01113096]
11022,68469,[32078.78211661]
11023,88473,[1711712.52350697]
11024,87213,[4098.80535625]
11025,24810,[-5427.42784028]
11026,65006,[2411.52611888]
11027,93882,[14291.36868205]
11028,53768,[-2441.19657397]
11029,85261,[-5166.19552811]
11030,99384,[122488.60453969]
11031,39551,[1425074.91490263]
11032,59137,[3006024.19905909]
11033,94656,[-35229.87997197]
11034,20572,[15140.5086953]
11035,25840,[-4142.15734732]
11036,42850,[804637.50001204]
11037,59356,[-10185.82364913]
11038,92103,[3335.94524799]
11039,30406,[131634.82201675]
11040,67921,[-2845.33267333]
11041,26902,[-38885.87881577]
11042,89612,[8758.71300227]
11043,83565,[-22139.92267795]
11044,39067,[490.44401848]
11045,90821,[-12574.51361877]
11046,24915,[623113.63545856]
11047,98490,[97886.95687288]
11048,30162,[145337.05705198]
11049,35229,[-782711.48139679]
11050,27793,[-393346.18373401]
11051,25470,[-802236.44548117]
11052,87738,[-143389.41697983]
11053,47718,[-5189.57633198]
11054,45169,[43214.49854024]
11055,55587,[-24176.1351295]
11056,77660,[1261.25712616]
11057,44670,[4768.90984554]
11058,90583,[614.62608684]
11059,85259,[-400178.45871028]
11060,67829,[-24815.21891703]
11061,77256,[-8167.84942539]
11062,71409,[-707071.53359372]
11063,63862,[-3254.04170846]
11064,40975,[792043.71074639]
11065,52692,[8757.75542867]
11066,38986,[452.87932346]
11067,66813,[261535.20402965]
11068,53885,[-8739.11581918]
11069,85106,[2321.8840041]
11070,29783,[3176737.45047382]
11071,27739,[-4923.03103345]
11072,44472,[-31185.54494814]
11073,99769,[-24390.66873034]
11074,93524,[-37713.41578675]
11075,26489,[8254285.01803785]
11076,67934,[23306.15572682]
11077,61065,[-11636.15847855]
11078,50076,[-2015.20675785]
11079,46429,[-89633.36664155]
11080,66541,[2236.23830328]
11081,83738,[5219.52173111]
11082,23004,[-309290.17778781]
11083,38765,[5419.47285177]
11084,27962,[17377.66750945]
11085,65216,[-5654.28715315]
11086,44759,[-1306.3224583]
11087,57185,[-11641.62558866]
11088,47685,[151748.85194052]
11089,25327,[-92796.67711488]
11090,88715,[138289.11988905]
11091,77406,[-6404.12267743]
11092,84021,[3484.01710818]
11093,27674,[-40704.97114739]
11094,84424,[13541.48317594]
11095,62852,[-6131.16122212]
11096,65484,[32995.25650492]
11097,39381,[85833.71965978]
11098,29008,[-536857.79838587]
11099,60178,[223369.36815621]
11100,68083,[-279519.71737701]
11101,43101,[-185830.24105016]
11102,41823,[14874.30947685]
11103,49561,[12815.53465525]
11104,44874,[1183624.31919054]
11105,67543,[17631.60448081]
11106,87151,[-12355.05783671]
11107,83585,[-74628.30278783]
11108,66780,[-27054.91039355]
11109,77848,[-42879.74304741]
11110,42457,[376606.58841532]
11111,51741,[3403.29145487]
11112,53679,[-640126.29468016]
11113,30618,[3886.8384956]
11114,84873,[11875.79176808]
11115,78798,[-11828.58502886]
11116,97541,[13737.85560857]
11117,91022,[288195.16212896]
11118,28392,[11332.24059441]
11119,83027,[-9587830.05339885]
11120,95917,[-1144252.91836673]
11121,75302,[-235544.85565605]
11122,22631,[15550.45090243]
11123,94825,[-238093.30417294]
11124,89456,[2649.36195972]
11125,37259,[1763510.25424298]
11126,73480,[-3709.30415002]
11127,66178,[-226267.85396577]
11128,68852,[4299508.66410025]
11129,24058,[-44932.40040664]
11130,70852,[-279750.45561979]
11131,55183,[-148962.03402402]
11132,40485,[66675.56703003]
11133,40148,[-12881.78444927]
11134,83811,[-441297.02442859]
11135,82910,[6529.26340775]
11136,83250,[586691.68992012]
11137,28765,[-49366.32748199]
11138,83306,[68302.11500284]
11139,85700,[1116341.81905606]
11140,29485,[-65348.51592455]
11141,29714,[-4874.12641394]
11142,51508,[-725.38278525]
11143,80971,[13871.11852411]
11144,70204,[2921.41798901]
11145,55241,[-4869.18163545]
11146,28965,[28836.46519668]
11147,87228,[-33062.61081348]
11148,58626,[1548.00126143]
11149,86646,[8551.54246588]
11150,75623,[11456.39804472]
11151,42049,[-27535.49207448]
11152,37084,[-2682927.60605125]
11153,58475,[3396.943473]
11154,80196,[29233.5182052]
11155,35230,[1250465.090753]
11156,42199,[9354.89353516]
11157,78339,[-1526079.3859312]
11158,91440,[12108.2805993]
11159,92026,[19066.67324314]
11160,82544,[604460.14406788]
11161,22086,[12151.84569791]
11162,63873,[-6916.65011795]
11163,93309,[-12654.68720353]
11164,83426,[-26720.73562027]
11165,82351,[-1583.5497591]
11166,31612,[465680.38318398]
11167,33540,[17041.81876861]
11168,39996,[-211335.49449798]
11169,56913,[-44122.65466]
11170,39784,[-13239.02264429]
11171,21088,[15120.09790169]
11172,70349,[-6156502.78331791]
11173,38289,[-314123.94084457]
11174,57295,[310456.41652543]
11175,96911,[-3407.47552809]
11176,67241,[2011.31384979]
11177,57403,[2154.6336441]
11178,60924,[22611.42206963]
11179,43440,[-25450.06639463]
11180,65869,[4525.00654443]
11181,29710,[39137.8952535]
11182,84214,[35284.45231544]
11183,79951,[-24454.58146471]
11184,28572,[791634.56642506]
11185,74702,[40659.44601304]
11186,34207,[-18124.69272069]
11187,41124,[45646.67962564]
11188,72489,[26888.57194814]
11189,48197,[-10226571.1227214]
11190,60069,[6617.77840365]
11191,27157,[8336.36162258]
11192,67499,[-9450.62350311]
11193,51522,[367814.0486974]
11194,85892,[-107111.75904026]
11195,39094,[-41935.88620921]
11196,42519,[-410.6881581]
11197,90269,[371650.2080949]
11198,62243,[6190.53147917]
11199,63431,[-734858.22267983]
11200,23221,[-736.28254093]
11201,84293,[-10558.00883301]
11202,84215,[2178.72075518]
11203,37378,[-978850.58565015]
11204,38835,[6131.99440484]
11205,25717,[22985.04697973]
11206,36684,[431180.63015097]
11207,45419,[6878.21242669]
11208,98571,[28498.27669434]
11209,42027,[482889.4332833]
11210,20796,[-324955.41916685]
11211,70937,[-625111.06371159]
11212,46723,[349731.8429131]
11213,44307,[-34922.31112876]
11214,47806,[-8688.9170372]
11215,39858,[-11183.72523966]
11216,89773,[11356.79407194]
11217,76044,[1122.69847015]
11218,65049,[24452.51286863]
11219,85118,[21366.01698843]
11220,56036,[-18516.1275697]
11221,79197,[78427.32404401]
11222,23872,[368862.77851219]
11223,97895,[12979.81175405]
11224,96134,[43472.41313149]
11225,70252,[-13346.3125922]
11226,39129,[-69096.86843319]
11227,69175,[-1401971.34979372]
11228,65782,[28812.64252712]
11229,83329,[-25433.42843699]
11230,70018,[10994.59293001]
11231,88945,[-11459.46023195]
11232,91943,[11645.3142808]
11233,95973,[1201.73035808]
11234,69527,[478131.89178568]
11235,25751,[1060.4464399]
11236,21089,[1786236.88908681]
11237,56712,[227803.42364269]
11238,97706,[-15522.13692202]
11239,48495,[17323.9172997]
11240,94907,[62065.24911488]
11241,53856,[-322916.97111799]
11242,27724,[-845.38494229]
11243,88415,[-1923780.35083055]
11244,89209,[-30387.76799915]
11245,86964,[599941.13331932]
11246,98491,[18721.39696491]
11247,88054,[-28991.64265199]
11248,67293,[952.84581354]
11249,46305,[6481093.64982174]
11250,32354,[-90336.16464028]
11251,49218,[-6123.04141599]
11252,40184,[-356168.83076795]
11253,89109,[179020.78103475]
11254,88762,[-181201.06628992]
11255,64258,[3540863.75967877]
11256,65663,[-2918.34168882]
11257,58356,[-9623.78732358]
11258,69724,[-25240.50926587]
11259,25772,[-566.57768826]
11260,83558,[19872.70813083]
11261,74162,[-14339.55281864]
11262,54523,[-28314.13223847]
11263,53132,[230952.44952711]
11264,66358,[-719753.11250275]
11265,59388,[-9631188.98507448]
11266,35553,[-33062.8686934]
11267,70020,[14584.32902824]
11268,52113,[2640.86650427]
11269,33726,[136154.84825845]
11270,70415,[-12.35733393]
11271,59742,[-11456.96321714]
11272,85789,[-876860.48976699]
11273,28485,[-27365.81062885]
11274,40320,[-22670.77257905]
11275,61723,[1174.31272416]
11276,75517,[-524140.56710734]
11277,34484,[-637913.50534534]
11278,58079,[7283.33499836]
11279,43284,[-282981.61970931]
11280,29835,[7261.75594296]
11281,65705,[122476.34359719]
11282,74010,[19354.01403642]
11283,71000,[418057.48621467]
11284,64483,[13230.90831163]
11285,92526,[-16323.63033066]
11286,76669,[-29050.95521614]
11287,23175,[-12026.76333841]
11288,29596,[-13881.89046639]
11289,66331,[6993.26728489]
11290,38048,[-13132.6756664]
11291,39269,[594168.91458617]
11292,52084,[5831.17870435]
11293,81978,[-7017787.08157003]
11294,77069,[-1822.93851063]
11295,68666,[126006.20024308]
11296,55916,[6776.88236094]
11297,98885,[39004.45511517]
11298,54190,[-8266.91927958]
11299,51966,[660189.19107782]
11300,81002,[-13822.7231397]
11301,99888,[-250.6224667]
11302,78287,[27689.08402146]
11303,29862,[827755.8736185]
11304,75993,[-304683.9878716]
11305,36043,[79724.23870838]
11306,53213,[48568.71437064]
11307,79289,[-21505.05462711]
11308,39560,[-4282.20812497]
11309,67978,[-619017.23824326]
11310,59497,[-4771769.75544803]
11311,24825,[-151863.75686391]
11312,50001,[36248.10387329]
11313,74289,[-46180.79475069]
11314,58110,[18366.26158391]
11315,54642,[18458.59364824]
11316,35977,[-509.16605367]
11317,29846,[959231.95881745]
11318,72606,[6120532.26369426]
11319,58025,[180961.16475903]
11320,96828,[13641.91818537]
11321,46371,[16716.33971516]
11322,28815,[-64315.08950669]
11323,67993,[6176.42806584]
11324,66404,[7778.98161817]
11325,48615,[11182.89792893]
11326,73385,[-7695.20308827]
11327,99094,[344658.12049095]
11328,69191,[41468.07903707]
11329,73022,[3664.49640744]
11330,76940,[23515.06750488]
11331,75267,[270601.19337832]
11332,61986,[7914.77257199]
11333,57989,[-47441.27718095]
11334,28839,[-71705.64735336]
11335,95898,[-2208.17584825]
11336,28229,[390591.38981802]
11337,46835,[-1510.63347819]
11338,33051,[4377.39489223]
11339,92766,[3296.04539031]
11340,88323,[6199.32950907]
11341,98765,[-279402.04141548]
11342,74433,[6551886.09905931]
11343,35591,[-3852.75452077]
11344,70280,[-14595.94236175]
11345,37125,[-315793.6847921]
11346,40132,[-1042314.23336965]
11347,42647,[357200.99484322]
11348,89473,[-16598.77670313]
11349,57247,[5045.35678765]
11350,61668,[-21839.38394033]
11351,61751,[15036.30859275]
11352,49895,[-2463.0352863]
11353,38786,[-11263.63235766]
11354,22373,[-285648.07904137]
11355,76865,[-7387.60937798]
11356,23271,[-8947.1718679]
11357,93869,[3860.1510676]
11358,30068,[-2481.37976362]
11359,82638,[4847718.78079965]
11360,54217,[5688.81354196]
11361,82517,[-24591.28229756]
11362,27225,[-3322.19296865]
11363,41576,[2488.21435835]
11364,35684,[-36341.33692044]
11365,77352,[-27208.03404393]
11366,75841,[-11211.18228419]
11367,32386,[-9346.94827028]
11368,97396,[-11834.46236862]
11369,48657,[-97164.56241739]
11370,20545,[10155.21048675]
11371,70024,[-6067.11269913]
11372,82092,[10330.65095575]
11373,37785,[-30094.88857113]
11374,43266,[31340.11130228]
11375,40389,[237027.32311305]
11376,21824,[18855.28354547]
11377,46260,[12674.09294747]
11378,95231,[51107.52429498]
11379,21439,[-10267.43291743]
11380,44862,[3925.32455019]
11381,21823,[-47144.1723192]
11382,50178,[18655.42965411]
11383,34928,[-2960019.45536507]
11384,32522,[2558753.49839822]
11385,87576,[4787.80798718]
11386,38682,[-1933.61750577]
11387,42710,[-431.6440835]
11388,37789,[-108.00034166]
11389,64382,[347371.56207702]
11390,70506,[22333.79305687]
11391,25142,[504437.79315863]
11392,38278,[4855.12307359]
11393,74495,[-48536.97404582]
11394,41599,[340015.98216504]
11395,95878,[54352.32964507]
11396,88790,[-22829.56444178]
11397,50404,[357665.25622828]
11398,73986,[-865920.80885874]
11399,22993,[-20068.98829833]
11400,32727,[30348.87420827]
11401,97591,[145150.2525919]
11402,69360,[-390841.11211345]
11403,98346,[-4260406.03863076]
11404,21128,[-78890.67102649]
11405,39940,[175902.55789286]
11406,36440,[-563.31039876]
11407,99911,[-1457.9782115]
11408,66293,[3448.3775044]
11409,99200,[9639.0530036]
11410,74714,[-20602.0010708]
11411,25810,[25849.34442643]
11412,43002,[-33155.58842321]
11413,22988,[35367.61888332]
11414,92714,[-8655.44523596]
11415,20690,[169018.1226873]
11416,28719,[8007.86884404]
11417,75120,[-23715.41699251]
11418,55700,[12997.56209813]
11419,53579,[36967.12260222]
11420,89338,[-261747.37715322]
11421,89251,[-1537.72448497]
11422,31779,[294141.73545277]
11423,56089,[-576547.42731546]
11424,27118,[13502.42080962]
11425,33546,[-12314.82370053]
11426,80430,[2159.43188983]
11427,73625,[1180683.02981617]
11428,25310,[-42042.96979091]
11429,51468,[1944358.30817794]
11430,42866,[527414.81778444]
11431,71291,[-1051734.04378465]
11432,47971,[5904.22905935]
11433,85685,[3378654.08127814]
11434,63795,[17351.38525579]
11435,20623,[15728.94391939]
11436,51184,[-6401.06103005]
11437,87493,[-6199.31354332]
11438,84159,[-5974.84762514]
11439,87866,[11298.6243761]
11440,52160,[20294.13582628]
11441,52867,[-20855.65631259]
11442,74381,[6903402.84070382]
11443,77174,[1631.41180228]
11444,52697,[-214703.86580202]
11445,49885,[104841.1069934]
11446,91250,[-102135.31512548]
11447,64010,[-51061.25501958]
11448,71426,[-27612.58684543]
11449,26292,[-54797.77887424]
11450,76727,[-98.46085865]
11451,75480,[1668046.78142643]
11452,75925,[-33853.04378732]
11453,38579,[344276.19631035]
11454,72062,[235702.86558159]
11455,53232,[5060.18456217]
11456,24486,[28088.96253105]
11457,96491,[13080.91322683]
11458,34137,[-1141.74186511]
11459,49385,[-3175945.44689356]
11460,28840,[223837.61195844]
11461,83719,[-17305.21017906]
11462,46009,[123009.60991629]
11463,92972,[333657.88688247]
11464,76177,[-4339497.01383537]
11465,93189,[53306.25905173]
11466,24339,[131456.4836592]
11467,82286,[-243.49230637]
11468,85382,[577.64544753]
11469,57097,[518.85957593]
11470,78068,[7815.59992684]
11471,30090,[14092.54984407]
11472,69305,[3465876.61050959]
11473,32502,[-3712054.94581472]
11474,86014,[-217647.405999]
11475,20662,[14197.33383006]
11476,89438,[-19828.03908637]
11477,49986,[612605.44396599]
11478,75625,[69330.50082529]
11479,72320,[22883.78944387]
11480,73231,[-49977.62553247]
11481,80965,[-9218.44667877]
11482,69155,[-318617.80853633]
11483,61453,[8123.03630666]
11484,72600,[-5056776.76167043]
11485,66031,[-558.03688696]
11486,79651,[142003.95613831]
11487,61863,[-78812.71449045]
11488,86300,[-11876.2185387]
11489,68982,[172923.93943744]
11490,66965,[3152.48620709]
11491,99830,[-6873611.17788416]
11492,23360,[22715.29727168]
11493,27174,[9298.54312447]
11494,48369,[4007076.05170153]
11495,98908,[5184.66351241]
11496,74584,[-10008.35278303]
11497,57980,[-1931.85376194]
11498,65776,[-282361.59390684]
11499,87068,[50754.66305527]
11500,79157,[-13043020.6460952]
11501,32011,[-2265.2839504]
11502,24408,[84332.33244232]
11503,74884,[-142492.10285684]
11504,30001,[-2008.03015139]
11505,67413,[-4412.85095079]
11506,52387,[-22573.32150346]
11507,57546,[9099.76846376]
11508,97037,[-16531.10071667]
11509,56665,[-6648.42292139]
11510,22653,[-6323117.32784511]
11511,31648,[-12596635.25718089]
