,Ids,Prediction
8485,39250,[168.1015457]
8486,90596,[-311.27852544]
8487,72238,[-221.4055937]
8488,77595,[-601.61567133]
8489,36176,[-325.11985841]
8490,39810,[-261.11484636]
8491,79177,[146.80424518]
8492,83141,[54.38989078]
8493,33013,[252.58670214]
8494,57279,[-50.56742951]
8495,92824,[350.1706809]
8496,53535,[-84.57553105]
8497,42631,[448.97004087]
8498,56459,[-507.48156713]
8499,81362,[-183.73113684]
8500,34987,[-624.7165404]
8501,67220,[-174.35032696]
8502,71827,[188.41578551]
8503,21292,[-179.08502559]
8504,54635,[77.20175368]
8505,25547,[86.35047219]
8506,57482,[-168.92330123]
8507,47047,[207.05368125]
8508,38385,[437.5762006]
8509,81053,[-206.42812253]
8510,62576,[-328.73602656]
8511,58922,[151.78844374]
8512,46135,[-98.77166776]
8513,33235,[95.42745105]
8514,31759,[7.58694455]
8515,90415,[-74.37769769]
8516,84346,[-189.21074624]
8517,70955,[69.66687354]
8518,68140,[308.97497297]
8519,40904,[-116.05132573]
8520,79724,[3.70134539]
8521,80197,[-56.14613618]
8522,29223,[-205.46833042]
8523,60155,[342.32844232]
8524,93246,[-606.11316712]
8525,54180,[-540.88363472]
8526,99131,[-11.3222103]
8527,77611,[-346.1052089]
8528,63989,[424.31091506]
8529,40082,[-200.52602945]
8530,94508,[-98.63512285]
8531,27383,[378.58099399]
8532,94390,[-190.98855163]
8533,43744,[-191.79535317]
8534,61990,[21.82212117]
8535,70096,[115.41954204]
8536,56362,[-89.61113626]
8537,85180,[586.75605649]
8538,69729,[98.73964432]
8539,55343,[-287.89937036]
8540,89503,[220.9917007]
8541,38972,[196.3722008]
8542,87521,[16.66892735]
8543,50698,[-305.48234421]
8544,65980,[213.04813207]
8545,76343,[235.25103354]
8546,41865,[219.63265408]
8547,61766,[239.90260798]
8548,88843,[-43.07587868]
8549,72115,[498.33705081]
8550,47290,[-41.72269484]
8551,22928,[16.73164231]
8552,27761,[9.76351288]
8553,98807,[120.15721121]
8554,32918,[65.69865594]
8555,92275,[-470.08163184]
8556,84054,[395.08597052]
8557,70428,[60.8951066]
8558,25848,[486.53745228]
8559,52837,[-183.17332572]
8560,36464,[-437.11612661]
8561,89861,[-123.67547041]
8562,50986,[-295.82585726]
8563,62367,[118.6294429]
8564,79752,[-11.31565662]
8565,37894,[151.96267622]
8566,93152,[-52.81245907]
8567,87343,[-302.97457385]
8568,30157,[104.26755212]
8569,25737,[149.6617735]
8570,24779,[-401.95625222]
8571,96716,[251.66566261]
8572,43721,[200.54382189]
8573,52850,[241.54493971]
8574,69598,[224.03354969]
8575,59228,[90.08075789]
8576,65725,[-89.10073097]
8577,61267,[-362.99769991]
8578,46603,[-90.87870275]
8579,86596,[192.55779318]
8580,78193,[331.77898951]
8581,25975,[11.78208953]
8582,57015,[-31.4583549]
8583,47232,[-206.24902945]
8584,46702,[128.57474968]
8585,49749,[385.42006223]
8586,80306,[-257.99532868]
8587,97330,[-241.68939467]
8588,90530,[-61.4488801]
8589,40209,[311.99767236]
8590,92421,[-15.33103477]
8591,96659,[-99.5057957]
8592,58773,[-160.88550375]
8593,97878,[-28.17612082]
8594,55983,[-195.14610284]
8595,20479,[307.43523223]
8596,40685,[-8.91301344]
8597,80464,[366.44922807]
8598,21301,[-64.00756899]
8599,45868,[102.2496784]
8600,84198,[-67.2480174]
8601,74020,[-193.49123311]
8602,73444,[-102.16216232]
8603,52964,[202.91903455]
8604,73657,[-27.19452583]
8605,97009,[260.39988747]
8606,27737,[147.46472115]
8607,81589,[-147.18686262]
8608,88492,[-100.54441432]
8609,39904,[220.31948331]
8610,32697,[99.99624017]
8611,65449,[-55.42576531]
8612,39317,[321.33076852]
8613,99493,[-16.7768062]
8614,83234,[-27.61164682]
8615,21373,[231.53460103]
8616,87649,[-5.23133261]
8617,51381,[-361.88398356]
8618,42361,[-137.10128548]
8619,23794,[70.1560941]
8620,51842,[276.91983263]
8621,28294,[-344.5355312]
8622,68260,[-264.59570096]
8623,28459,[-307.40964455]
8624,73176,[-119.40530105]
8625,65760,[376.73062189]
8626,84914,[123.11059423]
8627,81917,[-250.87289731]
8628,57244,[-73.59784684]
8629,97778,[111.87712173]
8630,30392,[247.46158024]
8631,82388,[332.47265202]
8632,96433,[-213.85313147]
8633,21658,[390.53712624]
8634,80458,[253.93313833]
8635,75988,[34.28075051]
8636,50828,[-394.94602109]
8637,89526,[300.83451403]
8638,80921,[141.47121096]
8639,83847,[-439.01290976]
8640,62022,[-71.94912978]
8641,99023,[113.10516642]
8642,91437,[-50.92176248]
8643,33107,[-97.38405015]
8644,36765,[229.70674719]
8645,67163,[-188.47273149]
8646,95467,[-76.31603729]
8647,98500,[-29.37364068]
8648,31649,[106.53463504]
8649,38148,[62.81773718]
8650,59603,[18.41522609]
8651,53763,[159.94832027]
8652,74804,[40.34908317]
8653,90794,[-240.86586484]
8654,51447,[-523.51820517]
8655,58230,[161.8311592]
8656,45352,[-211.43702549]
8657,28930,[-166.7523883]
8658,65976,[-214.12173522]
8659,43331,[354.54171649]
8660,54467,[-407.21850433]
8661,58888,[-38.11358275]
8662,91094,[364.15280947]
8663,29802,[282.19615377]
8664,91283,[109.38672332]
8665,38591,[-90.07412258]
8666,93827,[-20.2942755]
8667,91430,[-375.85219511]
8668,51681,[215.90305425]
8669,68744,[72.35053372]
8670,82396,[146.07080115]
8671,65182,[232.22009456]
8672,72656,[-80.30544758]
8673,92911,[80.50341437]
8674,75026,[-36.53255875]
8675,65050,[391.75929324]
8676,93187,[56.3953747]
8677,82568,[338.50118981]
8678,39945,[-196.69239309]
8679,31485,[-168.08787027]
8680,56550,[353.68097817]
8681,21081,[100.74780132]
8682,84562,[216.25668684]
8683,70272,[-180.78995145]
8684,21197,[285.74786915]
8685,51346,[-147.79422789]
8686,57096,[-340.49106819]
8687,57185,[0.12171606]
8688,60590,[159.27849544]
8689,54461,[-58.40737769]
8690,67016,[170.4763166]
8691,90141,[-111.77814124]
8692,90187,[-9.63992781]
8693,64121,[-160.17148422]
8694,94563,[-138.63728844]
8695,75347,[268.75241427]
8696,82449,[297.06537884]
8697,84642,[154.47762701]
8698,74065,[-324.41861575]
8699,88168,[175.82829899]
8700,40027,[86.35350918]
8701,48163,[205.69893084]
8702,53449,[0.77497754]
8703,91911,[-633.41062825]
8704,88910,[-140.98173341]
8705,26425,[0.09436314]
8706,21777,[-403.40345141]
8707,95408,[-151.52903549]
8708,71837,[-68.47828749]
8709,25503,[176.34166374]
8710,27255,[133.76410153]
8711,58926,[83.47435085]
8712,59378,[223.03982727]
8713,67239,[31.33199792]
8714,62758,[-96.96353689]
8715,78195,[68.74866538]
8716,75833,[89.70859404]
8717,50604,[224.86917761]
8718,55402,[-22.50754246]
8719,71670,[-46.43161193]
8720,30790,[31.78906796]
8721,94990,[-129.50405984]
8722,78246,[-208.76183685]
8723,31984,[-354.14585832]
8724,61182,[297.51048001]
8725,59406,[-262.17999944]
8726,71589,[-105.62523254]
8727,65654,[43.43143917]
8728,90707,[-499.83602676]
8729,63120,[-671.58581811]
8730,49120,[-186.55131489]
8731,71629,[473.59203835]
8732,34602,[48.52189682]
8733,44972,[-107.53245705]
8734,45612,[77.85060033]
8735,22414,[163.67842184]
8736,30930,[386.11018286]
8737,33669,[102.7269156]
8738,88871,[-111.31934584]
8739,53518,[-30.61026614]
8740,64884,[-313.53925379]
8741,97974,[14.45853357]
8742,32605,[301.63591864]
8743,98744,[292.68585678]
8744,64493,[-248.66436395]
8745,96037,[-255.55108946]
8746,88142,[-492.34486513]
8747,52818,[-144.2494622]
8748,55823,[473.4576334]
8749,91809,[267.89057978]
8750,76808,[-275.58338462]
8751,46950,[-241.66209625]
8752,73404,[-50.4630329]
8753,91511,[358.65329616]
8754,81769,[421.83445158]
8755,23079,[-85.93557032]
8756,37155,[299.9950203]
8757,24912,[-230.75654858]
8758,57505,[118.10642693]
8759,25831,[36.97733385]
8760,45073,[279.51032415]
8761,20131,[13.32033645]
8762,81280,[48.31885706]
8763,58765,[-171.36017246]
8764,80558,[-218.57866576]
8765,37885,[370.84943659]
8766,53946,[-259.62614052]
8767,65215,[-465.10298427]
8768,70586,[507.54851496]
8769,41628,[-102.96568775]
8770,42252,[98.47016203]
8771,29878,[-176.13073775]
8772,55484,[15.92011755]
8773,20456,[-23.48431019]
8774,71741,[-19.16116796]
8775,65852,[-31.92640103]
8776,88827,[-221.12528877]
8777,30300,[-119.91710434]
8778,75829,[-434.7856906]
8779,50869,[-305.25216498]
8780,28276,[-22.84994267]
8781,54540,[-153.96645133]
8782,93366,[-600.21316224]
8783,78568,[-21.59679451]
8784,53672,[273.01480709]
8785,71345,[-80.97217564]
8786,27896,[23.55134599]
8787,29856,[-88.57228046]
8788,62297,[202.73485801]
8789,42970,[78.64148431]
8790,30242,[300.68241115]
8791,21208,[48.72316177]
8792,75222,[502.61861849]
8793,53959,[-184.32435952]
8794,51679,[-2.95819401]
8795,58006,[-268.27907868]
8796,68446,[98.74668426]
8797,35277,[194.26820598]
8798,66965,[-13.92104783]
8799,81870,[-38.8979922]
8800,22231,[153.27902958]
8801,75779,[153.82078413]
8802,70404,[-282.73737702]
8803,56767,[323.43042403]
8804,94132,[86.12857656]
8805,31493,[60.66873553]
8806,69750,[-544.51040225]
8807,38287,[13.77163534]
8808,72502,[-64.17661024]
8809,60989,[-154.35117453]
8810,28370,[-130.27812223]
8811,84336,[-64.04004342]
8812,76077,[-265.58387166]
8813,60755,[-162.68238768]
8814,73381,[414.76781769]
8815,39926,[155.43209021]
8816,77758,[-82.23676424]
8817,50975,[32.10584773]
8818,76815,[-164.26235091]
8819,87764,[663.16029997]
8820,76863,[73.32266258]
8821,58320,[-69.05373802]
8822,58132,[119.26181338]
8823,26674,[-173.81384026]
8824,60953,[175.88201295]
8825,62939,[-6.35095212]
8826,20469,[224.65920861]
8827,54991,[3.02295117]
8828,25980,[383.98323587]
8829,59425,[-182.21612844]
8830,83713,[37.46706982]
8831,89022,[76.89520097]
8832,56916,[133.92489512]
8833,24897,[-162.83423635]
8834,82208,[526.39898866]
8835,36921,[238.67851641]
8836,57718,[-19.67789504]
8837,74908,[221.32093429]
8838,79229,[10.33795581]
8839,52203,[151.76151057]
8840,78201,[101.64182367]
8841,81367,[-240.38381869]
8842,92363,[229.67097033]
8843,51749,[40.51409568]
8844,79403,[-158.99592392]
8845,44232,[487.3923469]
8846,44467,[275.24664189]
8847,25117,[258.85639071]
8848,25067,[-15.76442959]
8849,66749,[-213.22194466]
8850,60167,[194.6696551]
8851,36112,[-8.33915089]
8852,21737,[-2.48806787]
8853,82936,[-475.00091745]
8854,44841,[214.98937359]
8855,95689,[275.38722153]
8856,26372,[-273.1420736]
8857,48487,[-197.39049211]
8858,38537,[540.650424]
8859,64592,[158.35250919]
8860,33801,[16.66910018]
8861,21550,[-183.55222391]
8862,96737,[101.56820611]
8863,26569,[328.04987188]
8864,95771,[419.15821799]
8865,88654,[138.69645621]
8866,69340,[-209.43963992]
8867,50206,[214.79822102]
8868,63967,[-156.64475721]
8869,36972,[-521.57735505]
8870,54618,[96.42423513]
8871,80776,[46.63551226]
8872,44088,[-92.77529754]
8873,62366,[-107.3224639]
8874,21744,[26.86173678]
8875,57952,[129.70605975]
8876,23095,[-102.18897368]
8877,87911,[-45.98949743]
8878,55673,[-33.49463149]
8879,34338,[-129.63433255]
8880,70926,[-86.64237394]
8881,54534,[-452.00122903]
8882,61400,[95.4422441]
8883,94129,[-364.98893147]
8884,44745,[-471.11687917]
8885,37452,[137.64953098]
8886,38353,[-44.12483279]
8887,82921,[15.87686942]
8888,21830,[484.28313842]
8889,81603,[331.53658802]
8890,53047,[-16.18007233]
8891,73406,[182.33396192]
8892,64815,[39.74969126]
8893,38658,[340.03168954]
8894,84589,[-140.98969786]
8895,42638,[-231.89354857]
8896,90545,[-274.24009461]
8897,77406,[315.08194126]
8898,98826,[-87.96362521]
8899,39393,[416.43670724]
8900,34751,[71.98983196]
8901,28561,[34.52632983]
8902,32144,[157.37934402]
8903,26270,[-138.09697027]
8904,73791,[120.27224038]
8905,99229,[-103.84981289]
8906,59465,[-574.82545386]
8907,45064,[9.5756638]
8908,34792,[-55.03002565]
8909,99163,[-49.59184467]
8910,65565,[4.81728107]
8911,20551,[-416.4009269]
8912,72475,[-158.18446092]
8913,92938,[-154.72850877]
8914,73281,[474.59087112]
8915,21722,[-15.2411146]
8916,72523,[208.50146099]
8917,79242,[211.95517715]
8918,38843,[114.96336079]
8919,89080,[-264.72132765]
8920,29882,[49.0064991]
8921,90293,[104.3385895]
8922,53806,[50.80463685]
8923,80612,[-112.06973654]
8924,28412,[87.38318933]
8925,20196,[-38.39589661]
8926,69016,[50.89660439]
8927,97944,[119.087986]
8928,54865,[-12.51451817]
8929,71871,[78.64030034]
8930,38608,[411.12879098]
8931,66429,[-151.34437642]
8932,84809,[249.00200364]
8933,99823,[-182.25509379]
8934,65301,[-439.18291208]
8935,93904,[104.56454186]
8936,35901,[-50.97402496]
8937,45070,[-88.91272365]
8938,36261,[567.46664517]
8939,26505,[-467.53835698]
8940,32149,[-395.45348916]
8941,99825,[155.07587512]
8942,60954,[220.74094471]
8943,79247,[35.60577289]
8944,25127,[242.69184023]
8945,52832,[-201.90252511]
8946,66902,[79.06894749]
8947,36284,[206.08815929]
8948,60771,[-41.1014536]
8949,82744,[13.07283605]
8950,66732,[-100.72959222]
8951,56150,[352.38835407]
8952,49258,[-81.49719802]
8953,54528,[-134.84766417]
8954,25392,[-123.62783461]
8955,40369,[148.59212744]
8956,71008,[72.47192868]
8957,84773,[213.24509739]
8958,23249,[78.15211838]
8959,84609,[299.82585679]
8960,71013,[-302.67071894]
8961,99926,[-588.69267627]
8962,57644,[9.67164785]
8963,20325,[-7.37840968]
8964,88341,[163.08733761]
8965,83872,[-173.10558825]
8966,36146,[34.47834858]
8967,56485,[161.2708859]
8968,24318,[-2.08612275]
8969,50898,[144.3350208]
8970,79199,[-510.74757269]
8971,36270,[-4.49996352]
8972,55684,[-65.06655389]
8973,91852,[222.48416258]
8974,85807,[278.59222574]
8975,21788,[401.04818972]
8976,25741,[-39.79250575]
8977,94376,[220.45032951]
8978,67488,[242.09485611]
8979,99128,[112.45894664]
8980,31890,[-458.36267208]
8981,83936,[-66.71390361]
8982,72936,[130.44575251]
8983,72372,[-182.89539973]
8984,84841,[-270.63591571]
8985,94690,[39.74695805]
8986,71986,[-50.62519767]
8987,30789,[-373.95562058]
8988,35908,[298.21281121]
8989,90341,[263.21096577]
8990,99076,[-524.02860658]
8991,58653,[-262.36081072]
8992,48807,[-28.26815529]
8993,45137,[259.52410585]
8994,75818,[-443.0481658]
8995,28850,[164.52885794]
8996,86365,[-16.18983316]
8997,23510,[-214.49506]
8998,53668,[-178.13533271]
8999,63916,[55.66422648]
9000,50884,[118.27315102]
9001,42835,[106.87392103]
9002,59868,[256.00995511]
9003,81749,[35.35015316]
9004,43545,[-189.15714876]
9005,98593,[194.72698433]
9006,20652,[-61.00169756]
9007,96670,[421.85789982]
9008,86163,[574.60780687]
9009,83979,[-64.63362693]
9010,62495,[515.34552861]
9011,57641,[-411.13682131]
9012,31374,[89.31594431]
9013,94177,[195.65380439]
9014,92638,[19.84759139]
9015,97737,[317.25669174]
9016,67708,[93.39107817]
9017,46270,[-290.41409355]
9018,69909,[387.83639865]
9019,94929,[159.17167907]
9020,59204,[-29.1985387]
9021,80124,[-234.93524658]
9022,38380,[-161.15142636]
9023,43522,[506.43262193]
9024,85482,[80.25672808]
9025,47592,[-34.10942171]
9026,45193,[-605.58202976]
9027,35548,[-187.01191268]
9028,53785,[287.45414893]
9029,40619,[-268.54749358]
9030,27870,[718.28489168]
9031,28913,[71.0848092]
9032,60605,[-178.93347252]
9033,59753,[381.46200147]
9034,95682,[-212.63516668]
9035,62485,[-127.39960508]
9036,72301,[21.07903377]
9037,72639,[-49.55291528]
9038,73522,[23.07228307]
9039,56742,[94.66496662]
9040,38522,[-19.00329834]
9041,85969,[-389.83897508]
9042,98396,[-257.63602717]
9043,52181,[621.43161256]
9044,76187,[-20.42263291]
9045,88836,[137.96377315]
9046,71078,[-140.68561402]
9047,65750,[-45.46382533]
9048,49698,[-110.08455245]
9049,23300,[36.67418244]
9050,57034,[220.63315759]
9051,70708,[-372.1926406]
9052,32390,[63.75909194]
9053,83710,[-223.72099888]
9054,30044,[-114.04367837]
9055,63009,[297.48299945]
9056,41187,[-48.78157286]
9057,82148,[-91.52944465]
9058,26808,[28.87906108]
9059,59592,[27.30205988]
9060,36774,[117.09602371]
9061,32837,[-63.1725653]
9062,62160,[120.54907429]
9063,27948,[-385.82554823]
9064,73797,[-148.06561309]
9065,81352,[75.62463562]
9066,41559,[-99.3993447]
9067,51949,[155.77359516]
9068,41156,[49.81128734]
9069,46730,[18.65767614]
9070,80230,[-16.540037]
9071,29921,[298.10990948]
9072,29332,[-91.51223162]
9073,98251,[-79.74830967]
9074,73093,[-121.47495981]
9075,65220,[124.48095152]
9076,61287,[-83.27192919]
9077,97891,[-536.00888996]
9078,33563,[170.60285673]
9079,41906,[-35.53272807]
9080,80298,[1.78655831]
9081,35686,[-23.68928056]
9082,75654,[599.18536891]
9083,61398,[-376.99106262]
9084,75907,[270.32334083]
9085,64185,[308.30023723]
9086,82149,[432.67838134]
9087,21438,[217.58286578]
9088,72173,[185.51071452]
9089,23313,[179.29279332]
9090,72698,[-8.61473874]
9091,63992,[-274.81550467]
9092,60008,[-139.65977512]
9093,21126,[-133.18094543]
9094,76499,[-183.29114542]
9095,89747,[-136.22417164]
9096,80373,[52.69403635]
9097,25967,[-384.07309235]
9098,22748,[-273.30105553]
9099,57131,[-73.52651765]
9100,67577,[-284.16079303]
9101,50579,[168.87762058]
9102,45936,[-314.03311355]
9103,86614,[83.8239785]
9104,88512,[112.85316082]
9105,63428,[25.25791931]
9106,56623,[-394.07130585]
9107,99129,[-271.51557455]
9108,67478,[-219.83822984]
9109,64248,[-353.13884718]
9110,82290,[2.74327003]
9111,84619,[132.51620993]
9112,26817,[-19.91718719]
9113,78211,[461.62083167]
9114,83137,[218.07191771]
9115,68776,[-45.2187749]
9116,62337,[29.20528729]
9117,64414,[-230.55931947]
9118,50324,[276.03727099]
9119,81763,[-19.9610956]
9120,91336,[116.8090854]
9121,20601,[-732.62242662]
9122,96724,[-529.8571039]
9123,30214,[-285.25119377]
9124,56672,[-158.20541703]
9125,50421,[-373.4677578]
9126,80798,[1.20071855]
9127,45761,[11.9195632]
9128,49981,[-258.63273202]
9129,67480,[-47.0396443]
9130,30027,[-137.1676336]
9131,47886,[259.75493489]
9132,72495,[-29.23318925]
9133,54142,[-76.73573575]
9134,90207,[-170.36738561]
9135,20072,[98.09754823]
9136,38804,[-203.56158134]
9137,75396,[-189.71947715]
9138,93406,[-139.29008844]
9139,93493,[-52.83714253]
9140,91368,[154.51967774]
9141,68151,[564.25363245]
9142,60884,[-87.44692682]
9143,38316,[-139.90763567]
9144,93692,[-103.45864056]
9145,27812,[-32.33749402]
9146,33954,[172.84304787]
9147,91952,[-65.34801615]
9148,66648,[-27.88973266]
9149,99797,[-164.70832719]
9150,66027,[231.79995976]
9151,98666,[74.22177444]
9152,96138,[295.61619282]
9153,26899,[180.6441697]
9154,86622,[-145.42743916]
9155,75063,[-20.84373098]
9156,86766,[-157.79491476]
9157,92907,[271.7498461]
9158,43066,[20.628055]
9159,44577,[45.15300038]
9160,24000,[-9.9395746]
9161,37432,[154.84991924]
9162,81850,[79.82764234]
9163,66573,[194.9974827]
9164,40328,[174.59195684]
9165,98468,[-292.27416136]
9166,55072,[40.05035181]
9167,61852,[-165.31485391]
9168,98005,[456.58193569]
9169,41907,[298.73036266]
9170,23644,[102.59292398]
9171,89843,[-72.80307213]
9172,43586,[-33.83794055]
9173,92367,[171.01614237]
9174,33298,[-44.43321503]
9175,24633,[30.75665569]
9176,75905,[-96.0222265]
9177,42488,[-84.98162313]
9178,64648,[-22.99464093]
9179,54857,[181.05399268]
9180,30356,[41.73168879]
9181,46923,[178.00834851]
9182,70448,[-419.12197435]
9183,89298,[114.58804591]
9184,55731,[-27.34251231]
9185,81876,[91.07631107]
9186,83564,[-136.33331089]
9187,27551,[31.38780263]
9188,26531,[154.21761188]
9189,52656,[291.47416559]
9190,37798,[78.07222184]
9191,58192,[-51.54344421]
9192,34558,[-45.62638501]
9193,83565,[50.23280529]
9194,25841,[-12.10584577]
9195,74532,[-49.94327784]
9196,41346,[310.12062921]
9197,92332,[66.82870835]
9198,27010,[97.04443722]
9199,64989,[554.36358134]
9200,39963,[-346.04525335]
9201,28772,[85.96320018]
9202,27362,[40.66728144]
9203,84135,[245.30993533]
9204,84097,[-188.57919007]
9205,31678,[203.49940934]
9206,88674,[61.04703176]
9207,98299,[44.29255787]
9208,62270,[-12.10355957]
9209,28847,[-382.57720553]
9210,93016,[-43.14447836]
9211,42132,[301.40526694]
9212,84345,[27.40239689]
9213,70443,[213.42525006]
9214,81317,[-75.25546289]
9215,41645,[23.25641826]
9216,86756,[-199.54332396]
9217,44582,[-200.25833913]
9218,58155,[-116.5651928]
9219,61174,[-99.00542856]
9220,78968,[-430.52662683]
9221,63105,[-225.18547206]
9222,95015,[-248.939789]
9223,84859,[-233.3992922]
9224,90829,[-13.21944636]
9225,43560,[5.44942603]
9226,38281,[77.25827742]
9227,44433,[13.38569904]
9228,52418,[-85.17898602]
9229,61068,[-152.33142994]
9230,40598,[-339.38711145]
9231,36862,[255.50197815]
9232,26450,[-281.14752803]
9233,31876,[184.93337236]
9234,90983,[-193.2028932]
9235,20411,[354.74548714]
9236,28643,[-181.27376289]
9237,72838,[168.78962874]
9238,23304,[367.92371618]
9239,21561,[-111.67973048]
9240,93994,[179.20409545]
9241,65019,[-100.72056047]
9242,67846,[-210.95666058]
9243,64430,[200.48201073]
9244,87690,[-422.17779173]
9245,73614,[-52.40852833]
9246,87495,[-332.73706141]
9247,30535,[253.29134868]
9248,51409,[-175.4479934]
9249,49002,[26.25079384]
9250,47858,[-45.46635295]
9251,77455,[-320.16981215]
9252,61077,[-85.84198031]
9253,89553,[-100.66696244]
9254,62855,[64.48086165]
9255,79490,[295.49653177]
9256,49067,[154.32569446]
9257,61657,[-360.11375847]
9258,83408,[-104.55306659]
9259,28591,[-106.76166514]
9260,39236,[-255.23088407]
9261,84837,[-1.0055896]
9262,39876,[264.95478812]
9263,38710,[-386.37055563]
9264,45020,[-80.12405255]
9265,82631,[166.63349388]
9266,54170,[217.4147853]
9267,52421,[498.48820387]
9268,73079,[62.86477091]
9269,33784,[71.71718442]
9270,35494,[-60.80340346]
9271,36720,[-186.17840416]
9272,41222,[215.81866554]
9273,97937,[-206.2905434]
9274,88336,[-92.44334364]
9275,97391,[-109.89525398]
9276,41656,[-225.46764768]
9277,81194,[300.51694975]
9278,46600,[-286.49622094]
9279,44330,[187.20498445]
9280,86862,[3.22730003]
9281,24104,[169.81112792]
9282,71400,[-25.69878715]
9283,52595,[65.97938475]
9284,40091,[119.71723732]
9285,65775,[-102.19938085]
9286,49681,[-135.33798664]
9287,26850,[-110.63019734]
9288,85816,[-360.99291005]
9289,91869,[-374.81089054]
9290,77199,[287.69975635]
9291,60557,[135.48282391]
9292,93816,[-475.45681255]
9293,90803,[-72.57249546]
9294,77823,[258.05421841]
9295,21186,[175.59162356]
9296,48420,[294.13454749]
9297,45419,[100.51445461]
9298,58816,[-579.09591094]
9299,55930,[119.40033442]
9300,38619,[133.7446286]
9301,55898,[-166.0614452]
9302,87941,[-359.8926373]
9303,78094,[286.91201388]
9304,21365,[-114.22055074]
9305,49287,[-130.24499071]
9306,41315,[79.19031548]
9307,71112,[-1.30939333]
9308,39200,[50.46435328]
9309,79526,[-59.63750655]
9310,75790,[135.44949636]
9311,81767,[183.32560339]
9312,43945,[-378.199713]
9313,97479,[-54.15304979]
9314,93534,[-328.0673408]
9315,44119,[73.56507262]
9316,65810,[16.88010767]
9317,39133,[-453.12125757]
9318,45443,[-97.06523566]
9319,47707,[380.22393563]
9320,34980,[-335.12242221]
9321,32820,[68.07640196]
9322,83628,[-263.85794029]
9323,63958,[-315.75951233]
9324,70454,[-283.89446518]
9325,87714,[401.67535276]
9326,26946,[234.91097442]
9327,70040,[-2.55403341]
9328,75581,[104.15284014]
9329,84159,[-288.39591249]
9330,55953,[-386.17015371]
9331,96299,[-373.75882327]
9332,26279,[-220.82278815]
9333,51580,[302.69338821]
9334,72329,[11.67355142]
9335,24871,[-405.39501105]
9336,34356,[-327.60194757]
9337,76952,[-428.0027235]
9338,94791,[224.16606798]
9339,24017,[-77.8266717]
9340,61179,[238.74014789]
9341,67911,[-1.80913371]
9342,44664,[-13.45084443]
9343,59025,[-199.968587]
9344,81551,[-128.7345275]
9345,35434,[355.98396394]
9346,64022,[-287.81621506]
9347,43428,[32.46568917]
9348,38154,[-87.28942468]
9349,56629,[-88.17798704]
9350,43234,[-110.3706484]
9351,50657,[-262.54367373]
9352,97236,[-238.04780907]
9353,38535,[12.99028301]
9354,70954,[102.89446867]
9355,84393,[92.6239147]
9356,90961,[155.40142804]
9357,98484,[-135.88088951]
9358,62573,[-30.19850485]
9359,98497,[-346.24856053]
9360,55193,[-741.42414831]
9361,26488,[-145.30141628]
9362,93711,[346.72215105]
9363,96799,[-101.17434636]
9364,58627,[-333.12008942]
9365,86607,[73.16393476]
9366,26052,[108.36379734]
9367,20317,[-214.04768548]
9368,34411,[33.77573057]
9369,69841,[-59.3330276]
9370,60581,[120.69980322]
9371,78972,[271.08269543]
9372,44332,[7.71044471]
9373,33426,[-51.67113991]
9374,37772,[118.32800838]
9375,79965,[346.6482085]
9376,42882,[-220.77720707]
9377,38620,[116.72197443]
9378,62586,[-637.53717765]
9379,88934,[-101.55054397]
9380,83766,[628.4284982]
9381,50962,[-213.6607136]
9382,91601,[-62.64706358]
9383,87965,[224.59018991]
9384,63159,[209.22529666]
9385,76518,[246.15923356]
9386,41857,[168.08014729]
9387,36033,[-131.36191536]
9388,38377,[-166.47931883]
9389,70267,[181.23938054]
9390,60275,[19.85074983]
9391,84645,[116.7685412]
9392,21315,[174.41209352]
9393,87131,[-169.8482666]
9394,52043,[-42.07874315]
9395,88661,[191.2652547]
9396,23933,[-267.30844335]
9397,46390,[-348.69162846]
9398,24412,[-305.3830494]
9399,64700,[133.96864476]
9400,47986,[22.62254604]
9401,21856,[191.85114207]
9402,74960,[479.720254]
9403,86461,[238.66188345]
9404,46714,[-156.99856849]
9405,98333,[58.93536236]
9406,82234,[13.80417477]
9407,23213,[36.50196548]
9408,30218,[-71.69565168]
9409,22794,[170.6548688]
9410,54268,[-81.46281315]
9411,57206,[5.2913774]
9412,49671,[-257.00266075]
9413,42964,[-378.72092482]
9414,69053,[131.92680114]
9415,79318,[-130.75190022]
9416,59009,[81.31521846]
9417,85469,[433.0557794]
9418,53722,[-218.16312268]
9419,83530,[-117.32497052]
9420,84348,[-481.71549058]
9421,64270,[339.34191639]
9422,85185,[-155.72698818]
9423,32236,[-99.57089932]
9424,22754,[-83.95269372]
9425,78529,[165.28835593]
9426,41676,[452.7893671]
9427,97516,[118.71165472]
9428,88256,[-50.12250559]
9429,47748,[-76.21492302]
9430,22834,[-189.36717928]
9431,60891,[-14.58145621]
9432,77003,[150.34768103]
9433,62327,[-22.92290806]
9434,27765,[351.0555284]
9435,32481,[-192.88898873]
9436,65048,[330.39777187]
9437,98548,[-157.44035658]
9438,33752,[103.12314276]
9439,77907,[136.51135758]
9440,65300,[-248.20057085]
9441,97919,[-184.29752826]
9442,85386,[-131.29798791]
9443,60604,[239.23399345]
9444,97181,[-49.24006302]
9445,71844,[193.85508129]
9446,40832,[-398.93408736]
9447,35984,[192.14958452]
9448,57460,[-283.77966901]
